"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"S:M_vs_B.DN & R_vs_S:M.UP & R_vs_S:B.UP",3,35,27.3058496552715,1.28177663181571,0.0835001715386563,"APCDD1, C6orf226, CCNDBP1, CDC42EP4, CEBPA, COL4A4, DERL3, FMNL1, FMO2, GABPB1-AS1, GOLGA8B, HBA2, HBB, IGJ, IGLL5, IPCEF1, IPO5P1, KIAA0141, LTF, MAP3K14, MIR205HG, MIR4458HG, MYBPC1, NR1H3, PDE4B, PHLDA1, PNRC1, RASGRP3, RNASEH1-AS1, RNF44, RPS28, SETDB2, WDR5B, ZNF813, ZNF818P"
"S:M_vs_B.DN & R_vs_S:M.UP & R_vs_S:B.DN",3,22,4.512276176027,4.87558809384994,1.93867176049947e-09,"AK5, ANKRD35, APLN, CNN1, DHRS11, ENTPD2, FABP4, FAM200A, FLJ20021, FOXI1, GHRLOS, IL17RD, IRX3, MAPT, MME, MPP6, NES, PAK6, RIMS1, RWDD2A, SYT12, ZNF649"
"S:M_vs_B.DN & R_vs_S:M.UP & R_vs_S:A.UP",3,215,66.6470156977162,3.22595089591337,1.20056496114075e-54,"ABCB7, ABLIM1, ACCS, ADAM33, ADAMTS1, AHSA2, AIMP1, AK5, ALDH7A1, ALS2CL, ANAPC4, ANKRA2, APCDD1, APCDD1L, ARHGAP33, ARRDC3, ATL1, BARX2, BTBD2, C12orf29, CC2D1A, CCDC85C, CCNDBP1, CD36, CDC42EP4, CEBPA, CENPV, CETN3, CHKA, CIRBP, CLDN19, CLIP4, CLU, CNN1, COASY, COBLL1, COL4A4, CSRNP3, CXCL14, DCP2, DENND4C, DFNA5, DMXL1, DTWD2, ECHDC2, EDN1, EEF1G, EIF3E, ELF5, EPB41L4A, EPHB3, ERVK13-1, FABP4, FAM169A, FAM227B, FAN1, FAXDC2, FBXO48, FGD4, FGGY, FMNL1, FMO2, FOLH1, FOXI1, GABPB1-AS1, GALNT16, GATA3, GHRLOS, GLTSCR1L, GLTSCR2, GOLGA8A, GOLGA8B, GPR146, GPR22, HAUS3, HBA2, HBB, HOMER2, HOOK2, IGJ, IGLL5, IL17RD, IL20RA, IL33, INTU, IP6K2, IPCEF1, IPO5P1, ITGA6, ITGB4, KBTBD11, KCNN4, KCTD1, KIAA0141, KIAA1328, KRT15, LCORL, LINC00173, LINC00339, LINC01061, LINC01138, LIPT2, LOC100289230, LOC155060, LPAR6, LRRC37A, LTF, MAGI1, MAPT, MCC, METAP1, MIR17HG, MIR205HG, MIR4458HG, MKNK2, MME, MTUS1, MYBPC1, NAALADL2, NACAP1, NFIB, NLRP1, NOSTRIN, NPDC1, NPHP3, NPR1, NRDE2, NSUN6, OLFML2A, PAQR3, PCYOX1L, PDE4B, PEAR1, PEG10, PEX5, PHLDA1, PIKFYVE, PLEKHG4, PLIN2, PNRC1, PODXL, POMZP3, PPARGC1B, PRX, PTPN4, RASGRP3, RERE, RFX3, RGN, RIMS1, RMDN3, RNF126, RNF44, RPL12, RPL13, RPL18, RPL32, RPL34, RPS2, RPS28, RRAGD, SASH1, SEC14L1, SELENBP1, SERINC2, SETDB2, SH3BGRL2, SH3BP2, SLC26A11, SLC27A1, SLC35E2, SLC4A5, SLC4A7, SMARCA2, SORBS3, SORL1, SOX9, SPATA5L1, SPDEF, SPRY1, SRPX, SSBP2, STAT5B, SUGP1, SUGP2, SWT1, TACR1, THRB, TLE4, TMEM161B, TMEM192, TMEM42, TRAF3IP2, TRAF6, TRIM2, TRIM7, TSC2, TUSC5, UBA7, UBQLN2, UTRN, WDR48, WDR5B, WHAMMP1, XPC, ZDHHC17, ZFP36L2, ZFYVE28, ZNF37BP, ZNF549, ZNF558, ZNF780B, ZNF818P, ZNF839, ZNF860"
"S:M_vs_B.DN & R_vs_S:M.UP & R_vs_S:A.DN",3,8,4.08658974432634,1.95762249222763,0.0552637800952542,"CDT1, FAM111B, HMGA2, PROSER2, RPP25, RRM2, RTN4R, SYT12"
"S:M_vs_B.DN & R_vs_S:M.DN",2,68,55.9584322033898,1.21518772636165,0.0551172433723437,"ABCA11P, ACAT2, ACOX2, ADPRHL1, AIMP2, ANKRD65, APITD1, APPL2, ARMCX5-GPRASP2, C1orf115, C1orf226, CABYR, CDCA7L, CENPK, COL4A6, COPG2, CORO1B, CTNND2, DAPK2, DTNA, ECHDC3, EFCAB4A, EGFR, ERBB4, ERCC5, GINS2, GPR98, GPX2, HID1, HSPA1B, JAKMIP3, KIAA1804, LAMA3, LOC100505716, LOC101927311, LOC101927318, LRRIQ1, MAP2K5, MIPEPP3, MLK7-AS1, MLPH, NBPF25P, PCDHB2, PIH1D2, PPIL3, PPP1R3B, PRR15, PRR34, PTPRT, RFC5, RIBC1, RPH3AL, RPS6KA5, RSPO1, SLC25A21-AS1, SLC28A3, SNCAIP, TFF1, TFF3, TRIM68, TSNARE1, USP3-AS1, VWDE, ZNF134, ZNF425, ZNF711, ZNF713, ZNF718"
"S:M_vs_B.DN & R_vs_S:M.DN & R_vs_S:B.UP",3,3,8.36531139040506,0.358623828808211,0.990104839177913,"ANKRD65, TSNARE1, USP3-AS1"
"S:M_vs_B.DN & R_vs_S:M.DN & R_vs_S:B.DN",3,21,1.38236296502442,15.1913792045413,2.48652724714944e-18,"ARMCX5-GPRASP2, COL4A6, COPG2, CORO1B, EFCAB4A, EGFR, ERBB4, GPR98, HSPA1B, JAKMIP3, LAMA3, LOC100505716, NBPF25P, PIH1D2, PRR34, PTPRT, RIBC1, SLC25A21-AS1, TFF1, TFF3, ZNF718"
"S:M_vs_B.DN & R_vs_S:M.DN & R_vs_S:A.UP",3,39,20.4177143942114,1.91010606020901,0.00011770156499146,"ABCA11P, ACOX2, AIMP2, ANKRD65, APPL2, C1orf115, C1orf226, COL4A6, COPG2, CTNND2, DTNA, EFCAB4A, EGFR, ERBB4, ERCC5, GPR98, GPX2, LAMA3, LOC100505716, LOC101927318, LRRIQ1, MAP2K5, MIPEPP3, MLK7-AS1, MLPH, NBPF25P, PIH1D2, PPIL3, PRR15, PRR34, PTPRT, RPS6KA5, SLC28A3, SNCAIP, TFF3, TRIM68, USP3-AS1, VWDE, ZNF711"
"S:M_vs_B.DN & R_vs_S:M.DN & R_vs_S:A.DN",3,2,1.25195136455042,1.5975061465093,0.356266229067891,"GINS2, PCDHB2"
"S:M_vs_B.DN & R_vs_S:M.DN & R_vs_S:M.UP",3,0,11.6018902021689,0,1,""
"S:M_vs_B.UP & R_vs_S:B.UP",2,257,63.2349152542373,4.06421039653056,1.27484875674737e-105,"ABHD3, ACSL6, ACVRL1, ADAMDEC1, ADAMTSL1, ADAP1, ADM2, ADPGK, AKT1S1, ALG10, ALOX12P2, ALOX5AP, ALS2CR12, ANKDD1A, ANKRD20A5P, ANKRD42, ANP32A-IT1, APLNR, APLP1, APOL1, APOO, APOOP5, AQP11, ARHGAP28, ARHGAP42, ARL11, ARMCX2, ARRDC4, AVIL, B4GALT7, BCAS1, BRE-AS1, BTBD11, C11orf63, C1orf159, C1orf74, C22orf23, C9orf64, CASC2, CASP10, CCDC83, CCL18, CD300LF, CEACAM6, CH25H, CILP, CLSTN2, COPZ2, CPXM1, CPXM2, CSF3R, CUBN, CXCL10, CXorf36, CXorf40A, CYP4X1, DEDD2, DEPDC7, DHRS4-AS1, DHX58, DLGAP1, DLX4, DNAJB4, DOK6, DSE, DUOX2, DUSP18, DYRK3, DYSF, E2F8, EDC4, EGFL6, ELOVL6, EVA1A, F2R, FAM107B, FAM118B, FAM198A, FCN3, FDXACB1, FKBPL, FLT3LG, FOXD1, FOXF2, FRK, GALNS, GALNT15, GAS2, GAS7, GPR137B, HDAC9, HEATR3, HELB, HOPX, HOXB5, HOXC13, HSD17B6, HTATIP2, ICAM3, IDI2-AS1, IDO1, IFI44L, IFITM10, IPO13, ITPK1-AS1, JAKMIP1, KCNRG, KIAA1919, KLF4, KRBA2, KRT23, LEF1, LGI2, LIN54, LINC00312, LIPG, LOC100130872, LOC100507501, LOC101927117, LOC284412, LOC645638, LOC729603, LOC730101, LRRC25, LRRC61, LRRN2, LSAMP, LYSMD4, LYZ, MARCO, MEGF10, MET, MFSD5, MIAT, MICB, MILR1, MMP7, MTERFD1, MTMR9, MUC16, NCF2, NCKAP1L, NDNF, NDRG4, NOV, NOX1, OASL, OMD, P2RX7, P2RY14, P2RY6, P4HA3, PAPLN, PAPPA, PARP12, PARVG, PDE1A, PGBD1, PHF11, PICK1, PLA2G7, PLEKHF1, PLEKHG1, PLK3, POFUT2, PPP1R14C, PTGIS, PTK2B, PTPRJ, PYCR1, PYCRL, RAMP1, RASSF4, RFX8, RGS1, RGS2, RHBDL2, RHPN1-AS1, ROR1, RTN4RL2, RTP4, SAA2, SAMSN1, SCAMP1-AS1, SCFD2, SELPLG, SERTAD1, SFR1, SFRP4, SIGLEC1, SKA1, SLA, SLAMF8, SLC12A6, SLC15A3, SLC27A4, SLC2A6, SLC37A2, SLC38A9, SLC43A1, SLC43A3, SLC7A11, SMIM3, SMOX, SMPDL3B, SND1-IT1, SRD5A1, SRXN1, SSC5D, ST20, ST3GAL4, ST6GALNAC5, STARD3NL, STARD8, STK31, SUSD2, TAP2, TCP11L1, TENM1, TIGD1, TLR1, TMC6, TMC8, TMEM104, TMEM154, TMEM186, TMEM204, TMEM38A, TMEM64, TNFAIP8L1, TNFSF8, TNNC2, TSPAN2, TUT1, UBD, UCHL1, USP27X, USP36, VAMP1, VSTM4, VTCN1, WFDC2, WNT2, ZBED6CL, ZBTB25, ZC3H12B, ZFP69B, ZNF23, ZNF25, ZNF503, ZNF548, ZNF583, ZNF586, ZNF697, ZNF730, ZNF846, ZYG11A"
"S:M_vs_B.UP & R_vs_S:B.DN",2,2,10.4495338983051,0.191396096655029,0.999725344892618,"GAL, PCDHGA5"
"S:M_vs_B.UP & R_vs_S:B.DN & R_vs_S:B.UP",3,0,1.56211676242459,0,1,""
"S:M_vs_B.UP & R_vs_S:A.UP",2,177,154.341228813559,1.14680958134532,0.0124670848102814,"ACKR4, ACVRL1, ADAMTSL1, ADAMTSL3, ALG10, ALOX12P2, ALOX5AP, ANKDD1A, ANKRD20A5P, ANKRD42, APLNR, APOL1, AQP11, ARHGAP42, ARRDC4, AVIL, BCAR3, BRE-AS1, BTBD11, C11orf63, C11orf70, C1orf74, C1QTNF7, CACNA1C, CASC2, CASP10, CCDC147, CCDC24, CCDC83, CCL18, CEACAM6, CILP, CLSTN2, CLTCL1, COPZ2, CORIN, CPXM1, CPXM2, CUBN, CXorf36, CXorf40A, CYP3A5, CYP4X1, DEDD2, DHRS4-AS1, DLGAP1, DNAJB4, DNM3, DOK6, DSE, DUOX2, DUSP18, EDC4, EGFL6, ENOX1, ENTPD7, EVA1A, FAAH, FAM107B, FAM41C, FAT3, FDXACB1, FEZ1, FIBIN, FKBPL, FLT3LG, GABARAPL1, GALNT15, GAS2, GAS7, GDAP2, GPATCH3, H1FX-AS1, HOPX, IFITM10, INPP5F, JAKMIP1, KIAA1919, KLF4, KRBA2, L1TD1, LEF1, LEMD2, LIN37, LINC00312, LINC00578, LIPH, LOC100130872, LOC100505736, LOC100506713, LOC100506860, LOC284412, LOC730101, LRRN2, LSAMP, LYNX1, LYSMD4, MEGF10, MET, MFAP3L, MILR1, MTMR9, MUC16, NCKAP1L, NDRG4, NHSL2, NOV, NOX1, NUP62CL, OMD, P2RY14, PABPC4L, PAPLN, PAPPA, PARVG, PCDHB19P, PCDHGA5, PCSK5, PDE10A, PDE1A, PDZK1, PGBD1, PICK1, PLEKHF1, PLEKHG1, PLK3, POFUT2, PPP1R3C, PTGIS, PTK2B, PTPRJ, PYCRL, RAB34, RFPL1S, RGS2, ROR1, SCAMP1-AS1, SCFD2, SCG5, SERTAD1, SIGLEC1, SLC12A6, SLC25A14, SLC38A9, SLC7A11, SLC9C1, SMIM1, SND1-IT1, SNORA37, SPAG17, SPON2, SSC5D, STARD3NL, STK31, SYTL5, TAP2, TCP11L1, TENM1, TIGD1, TMC8, TMEM186, TMEM204, TMEM64, TNFAIP8L1, VAMP1, VSIG2, WFDC2, WNT2, YIPF2, ZBTB25, ZC3H12B, ZNF23, ZNF25, ZNF503, ZNF583, ZNF697, ZNF846"
"S:M_vs_B.UP & R_vs_S:A.UP & R_vs_S:B.UP",3,122,23.0727057311117,5.28763299032989,7.12393610771873e-54,"ACVRL1, ADAMTSL1, ALG10, ALOX12P2, ALOX5AP, ANKDD1A, ANKRD20A5P, ANKRD42, APLNR, APOL1, AQP11, ARHGAP42, ARRDC4, AVIL, BRE-AS1, BTBD11, C11orf63, C1orf74, CASC2, CASP10, CCDC83, CCL18, CEACAM6, CILP, CLSTN2, COPZ2, CPXM1, CPXM2, CUBN, CXorf36, CXorf40A, CYP4X1, DEDD2, DHRS4-AS1, DLGAP1, DNAJB4, DOK6, DSE, DUOX2, DUSP18, EDC4, EGFL6, EVA1A, FAM107B, FDXACB1, FKBPL, FLT3LG, GALNT15, GAS2, GAS7, HOPX, IFITM10, JAKMIP1, KIAA1919, KLF4, KRBA2, LEF1, LINC00312, LOC100130872, LOC284412, LOC730101, LRRN2, LSAMP, LYSMD4, MEGF10, MET, MILR1, MTMR9, MUC16, NCKAP1L, NDRG4, NOV, NOX1, OMD, P2RY14, PAPLN, PAPPA, PARVG, PDE1A, PGBD1, PICK1, PLEKHF1, PLEKHG1, PLK3, POFUT2, PTGIS, PTK2B, PTPRJ, PYCRL, RGS2, ROR1, SCAMP1-AS1, SCFD2, SERTAD1, SIGLEC1, SLC12A6, SLC38A9, SLC7A11, SND1-IT1, SSC5D, STARD3NL, STK31, TAP2, TCP11L1, TENM1, TIGD1, TMC8, TMEM186, TMEM204, TMEM64, TNFAIP8L1, VAMP1, WFDC2, WNT2, ZBTB25, ZC3H12B, ZNF23, ZNF25, ZNF503, ZNF583, ZNF697, ZNF846"
"S:M_vs_B.UP & R_vs_S:A.UP & R_vs_S:B.DN",3,1,3.81275154230106,0.262277777323115,0.978570675746698,"PCDHGA5"
"S:M_vs_B.UP & R_vs_S:A.DN",2,31,9.46372881355932,3.27566444587721,8.84755492617584e-09,"ADAMDEC1, AGT, BCL2L12, C1orf159, CSF3R, CXCL10, E2F8, FAM118B, FAM198A, GAL, HOXC13, KRT86, LOC645638, LYZ, MKRN3, OASL, PRSS27, RHBDL2, RHCG, RNF144A-AS1, RTP4, SAA2, SH3PXD2A-AS1, SLAMF8, SLC15A1, TIMM8A, TLR1, TROAP, UCHL1, ZFAND2A, ZNF695"
"S:M_vs_B.UP & R_vs_S:A.DN & R_vs_S:B.UP",3,17,1.41474725653548,12.0162805910864,1.60883597138097e-13,"ADAMDEC1, C1orf159, CSF3R, CXCL10, E2F8, FAM118B, FAM198A, HOXC13, LOC645638, LYZ, OASL, RHBDL2, RTP4, SAA2, SLAMF8, TLR1, UCHL1"
"S:M_vs_B.UP & R_vs_S:A.DN & R_vs_S:B.DN",3,1,0.233786182131571,4.27741276615405,0.208596233476377,"GAL"
"S:M_vs_B.UP & R_vs_S:A.DN & R_vs_S:A.UP",3,0,3.45305800057455,0,1,""
"S:M_vs_B.UP & R_vs_S:M.UP",2,107,87.7008050847458,1.22005721494353,0.0127912791215598,"ACVRL1, ADCY2, ALOX12P2, ALOX5AP, ANKDD1A, ANP32A-IT1, APLNR, APOL1, ARHGAP42, ARL11, CACNA1C, CASC2, CASP10, CCL18, CD300LF, CDYL2, CILP2, CORIN, CPXM2, CSF3R, CXCL10, CXorf36, CYP4X1, DEDD2, DEPDC7, DHX58, DLX4, DNM3, DSE, DUOX2, DUSP18, EDC4, FLT3LG, FOXD1, GALNS, HENMT1, HERC6, HOPX, IDO1, IFI44L, ITPK1-AS1, JAKMIP1, KIAA1919, KLF4, KRT23, LEF1, LIN54, LINC00578, LOC729603, LRRN2, LSAMP, LYZ, METTL18, MFSD3, MIAT, MMP7, MTMR9, NAPB, NCF2, NCKAP1L, NDRG4, NHSL2, OASL, P2RX7, P2RY6, PAPLN, PARP12, PARVG, PHF11, PLEKHF1, POFUT2, PPP1R3C, PTK2B, PYCR1, PYCRL, RASSF4, RFX8, RGS1, RGS2, RTN4RL2, SELPLG, SERTAD1, SIGLEC1, SLA, SLC12A6, SLC27A4, SLC37A2, SLC43A3, SND1-IT1, SPAG17, SPON2, SRD5A1, ST3GAL4, ST6GALNAC5, STARD8, TAP2, TCP11L1, TENM1, TMC6, TMC8, TMEM104, TMEM186, TRAPPC9, VTCN1, YIPF2, ZNF25, ZNF695"
"S:M_vs_B.UP & R_vs_S:M.UP & R_vs_S:B.UP",3,88,13.1105271330078,6.71216337125351,6.31984618633482e-46,"ACVRL1, ALOX12P2, ALOX5AP, ANKDD1A, ANP32A-IT1, APLNR, APOL1, ARHGAP42, ARL11, CASC2, CASP10, CCL18, CD300LF, CPXM2, CSF3R, CXCL10, CXorf36, CYP4X1, DEDD2, DEPDC7, DHX58, DLX4, DSE, DUOX2, DUSP18, EDC4, FLT3LG, FOXD1, GALNS, HOPX, IDO1, IFI44L, ITPK1-AS1, JAKMIP1, KIAA1919, KLF4, KRT23, LEF1, LIN54, LOC729603, LRRN2, LSAMP, LYZ, MIAT, MMP7, MTMR9, NCF2, NCKAP1L, NDRG4, OASL, P2RX7, P2RY6, PAPLN, PARP12, PARVG, PHF11, PLEKHF1, POFUT2, PTK2B, PYCR1, PYCRL, RASSF4, RFX8, RGS1, RGS2, RTN4RL2, SELPLG, SERTAD1, SIGLEC1, SLA, SLC12A6, SLC27A4, SLC37A2, SLC43A3, SND1-IT1, SRD5A1, ST3GAL4, ST6GALNAC5, STARD8, TAP2, TCP11L1, TENM1, TMC6, TMC8, TMEM104, TMEM186, VTCN1, ZNF25"
"S:M_vs_B.UP & R_vs_S:M.UP & R_vs_S:B.DN",3,0,2.16650717645791,0,1,""
"S:M_vs_B.UP & R_vs_S:M.UP & R_vs_S:A.UP",3,55,31.9996454485062,1.71876904350412,6.38487603483364e-05,"ACVRL1, ALOX12P2, ALOX5AP, ANKDD1A, APLNR, APOL1, ARHGAP42, CACNA1C, CASC2, CASP10, CCL18, CORIN, CPXM2, CXorf36, CYP4X1, DEDD2, DNM3, DSE, DUOX2, DUSP18, EDC4, FLT3LG, HOPX, JAKMIP1, KIAA1919, KLF4, LEF1, LINC00578, LRRN2, LSAMP, MTMR9, NCKAP1L, NDRG4, NHSL2, PAPLN, PARVG, PLEKHF1, POFUT2, PPP1R3C, PTK2B, PYCRL, RGS2, SERTAD1, SIGLEC1, SLC12A6, SND1-IT1, SPAG17, SPON2, TAP2, TCP11L1, TENM1, TMC8, TMEM186, YIPF2, ZNF25"
"S:M_vs_B.UP & R_vs_S:M.UP & R_vs_S:A.DN",3,5,1.96211970698075,2.54826450303271,0.0485381405217049,"CSF3R, CXCL10, LYZ, OASL, ZNF695"
"S:M_vs_B.UP & R_vs_S:M.DN",2,80,26.8676694915254,2.97755635356589,8.70911502444038e-19,"ACSL6, AGT, AKT1S1, APOOP5, AQP11, AUNIP, BRE-AS1, BTBD11, C10orf35, C18orf32, C1orf74, C1QTNF7, C9orf64, CCDC147, CCDC24, CEACAM6, CLSTN2, CLTCL1, CST4, CUBN, DLGAP1, DOK6, FAAH, FABP3, FAM186B, FAM198A, FCN3, FEZ1, FRK, GALNT15, GAS2, GOLT1A, GPR158, HIATL2, HOTAIR, HOXC13, ICAM3, IDI2-AS1, IGFL3, L1TD1, LIPG, LOC100505736, LOC100506023, LOC100506713, LOC645638, MAPK12, MTERFD1, MUC16, NOV, NUP62CL, OTUB2, PABPC4L, PCDHGA5, PPP2R2C, RABEPK, RAMP1, RHPN1-AS1, SFR1, SH3PXD2A-AS1, SIRPB1, SKIV2L, SLC15A1, SLC25A21, SLC38A9, SLC43A1, SLC9C1, STK31, SUSD2, SYNC, TCEANC, TMPRSS4, TNNC2, TRPV3, ULBP2, ZBTB25, ZFP69B, ZNF716, ZNF724P, ZNF730, ZNF846"
"S:M_vs_B.UP & R_vs_S:M.DN & R_vs_S:B.UP",3,38,4.01648889686872,9.4609996381728,5.17224882910345e-25,"ACSL6, AKT1S1, APOOP5, AQP11, BRE-AS1, BTBD11, C1orf74, C9orf64, CEACAM6, CLSTN2, CUBN, DLGAP1, DOK6, FAM198A, FCN3, FRK, GALNT15, GAS2, HOXC13, ICAM3, IDI2-AS1, LIPG, LOC645638, MTERFD1, MUC16, NOV, RAMP1, RHPN1-AS1, SFR1, SLC38A9, SLC43A1, STK31, SUSD2, TNNC2, ZBTB25, ZFP69B, ZNF730, ZNF846"
"S:M_vs_B.UP & R_vs_S:M.DN & R_vs_S:B.DN",3,1,0.663722513286412,1.5066537295059,0.485598223003477,"PCDHGA5"
"S:M_vs_B.UP & R_vs_S:M.DN & R_vs_S:A.UP",3,30,9.80328398269176,3.06019901626503,8.85470769335854e-08,"AQP11, BRE-AS1, BTBD11, C1orf74, C1QTNF7, CCDC147, CCDC24, CEACAM6, CLSTN2, CLTCL1, CUBN, DLGAP1, DOK6, FAAH, FEZ1, GALNT15, GAS2, L1TD1, LOC100505736, LOC100506713, MUC16, NOV, NUP62CL, PABPC4L, PCDHGA5, SLC38A9, SLC9C1, STK31, ZBTB25, ZNF846"
"S:M_vs_B.UP & R_vs_S:M.DN & R_vs_S:A.DN",3,6,0.601107181844298,9.98158095797657,3.70094369476155e-05,"AGT, FAM198A, HOXC13, LOC645638, SH3PXD2A-AS1, SLC15A1"
"S:M_vs_B.UP & R_vs_S:M.DN & R_vs_S:M.UP",3,0,5.57048757720483,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN",2,0,15.7908050847458,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:B.UP",3,0,2.36059153978742,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:B.DN",3,0,0.39008641374605,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:A.UP",3,0,5.76163655020109,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:A.DN",3,0,0.353285808675668,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:M.UP",3,0,3.27391564744326,0,1,""
"S:M_vs_B.UP & S:M_vs_B.DN & R_vs_S:M.DN",3,0,1.0029837636455,0,1,""
