"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"R:A_vs_B.DN & R_vs_S:B.DN",2,5,51.1607203389831,0.0977312275290647,1,"ESPL1, FCGR3B, KIF2C, MCAT, S100A9"
"R:A_vs_B.DN & R_vs_S:B.DN & R_vs_S:B.UP",3,0,7.64809412525137,0,1,""
"R:A_vs_B.DN & R_vs_S:A.UP",2,298,755.651737288136,0.394361562734515,1,"AASDH, ABAT, ADAM28, ADAMTS9, ADAP2, ADORA3, AKNA, AKR1C3, ALOX5, ALOX5AP, ALS2CR11, AMBRA1, ANKRD22, ANKRD44, ANKRD65, AP1S2, AP4B1, APOC1, APOL4, APOL6, AQP3, ASB16-AS1, ATG4A, BBS12, BEND4, BIN1, BLOC1S2, BLOC1S3, BTN3A2, BTN3A3, C11orf45, C16orf54, C17orf80, C1orf174, C1RL, C5orf63, C9orf85, CAMKMT, CASP10, CCDC101, CCDC25, CD28, CD59, CD84, CD8A, CDK5R1, CHMP4A, CIITA, CLEC4A, CLIC5, CPM, CRCP, CREB3, CRKL, CRYBB2P1, CRYL1, CSRNP1, CYB561A3, CYFIP2, CYP27A1, DAP, DCP1B, DEPTOR, DFNB31, DHFR, DOCK8, DOLPP1, DPP9, EARS2, EHF, EID2B, EIF4E2, EMB, ENOX2, EPHA1-AS1, ESCO2, FAM104B, FAM20A, FAM65B, FBLN7, FBP1, FBXL20, FBXO48, FCGBP, FGD5, FGR, FKBP11, FLI1, FLT3LG, FMNL1, FMNL2, FNBP1, FTL, FYB, GATC, GFRA1, GLYATL2, GOLPH3L, GP1BA, GPR34, GPRC5B, GVINP1, GZMA, HAX1, HBA2, HBB, HCG27, HCP5, HEATR4, HEXA, HHEX, HLA-A, HLA-DMA, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-E, HMHA1, HN1L, HOPX, HPGD, HVCN1, IFFO1, IGLL5, IGSF6, IKZF3, IL18BP, IL1R1, IL32, ILDR1, INPP5A, IPP, IRAK3, ITGA4, JAK2, KCNJ16, KHDRBS3, KIAA0040, KMT2E-AS1, KNOP1, LASP1, LEPROTL1, LGALS3BP, LIAS, LIG4, LINC00926, LOC100129034, LOC100505715, LOC100506844, LOC150381, LOC550643, LOC730101, LPIN2, LRP10, LTF, MANEA-AS1, MAP3K3, MAP7D2, MARC2, MARCH2, MBD6, MCM8, MCOLN2, MEGF8, MEI1, METTL20, MGAT3, MIEN1, MRPL54, MRS2P2, MS4A6A, MS4A7, MTERF, MVP, MXD3, MYBPC1, NCDN, NCEH1, NCKAP1L, NFATC1, NFYC, NLRC3, NLRC5, NMRK1, NOD1, NPC2, NUPR1L, OAZ1, ORMDL3, OSBPL11, OSMR, OST4, P4HB, PAQR8, PBX4, PDE4B, PDRG1, PDSS2, PET117, PFN1, PIGO, PIP4K2A, PIWIL4, PKIG, PLEKHM1, PLEKHS1, POP4, POT1, POU2F2, PPP1R1B, PPP1R7, PPT1, PRF1, PRKACB, PRKCA, PRKCH, PRKX, PROM1, PRRG1, PSMB8, PSMB9, PTGDR, PTK2B, PTPRZ1, PYCRL, QPCT, RAD51-AS1, RCSD1, RFTN1, RHOBTB2, RPL23AP82, RPL36AL, RUNX3, SEC14L1P1, SEPT6, SH2D3C, SH3BP2, SIRT2, SIT1, SKAP1, SLC25A15, SLC25A17, SLC25A42, SLC29A3, SLC34A2, SLC46A3, SLC48A1, SLC7A8, SLFN5, SMAP2, SMC1A, SNN, SNX11, SNX22, SPA17, SPAG7, SSH2, ST6GALNAC4, STAT2, STK11IP, STK17A, STRA13, SYNRG, TBC1D10C, TBC1D19, THG1L, TIGIT, TLCD2, TLR4, TMCC3, TMEM11, TMEM176A, TNFRSF1B, TOX, TOX4, TP53, TULP4, UIMC1, VAMP3, VWA5A, WIBG, WWOX, XDH, XRCC1, YIPF1, ZBED8, ZMPSTE24, ZNF101, ZNF252P, ZNF582-AS1, ZNF585A, ZNF677, ZNF689, ZNF831"
"R:A_vs_B.DN & R_vs_S:A.UP & R_vs_S:B.UP",3,224,112.963530896294,1.98294085022575,9.34271990738879e-23,"AASDH, ABAT, ADAM28, ADAMTS9, ADORA3, AKNA, AKR1C3, ALOX5, ALOX5AP, ALS2CR11, AMBRA1, ANKRD22, ANKRD44, ANKRD65, AP1S2, AP4B1, APOC1, APOL4, APOL6, AQP3, ASB16-AS1, BBS12, BEND4, BIN1, BLOC1S2, BLOC1S3, BTN3A2, BTN3A3, C11orf45, C16orf54, C1RL, C5orf63, C9orf85, CAMKMT, CASP10, CCDC101, CD28, CD59, CD84, CD8A, CDK5R1, CHMP4A, CIITA, CLEC4A, CLIC5, CPM, CRCP, CRYL1, CSRNP1, CYFIP2, CYP27A1, DAP, DEPTOR, DFNB31, DOCK8, DOLPP1, DPP9, EARS2, EID2B, EMB, ENOX2, EPHA1-AS1, FAM104B, FAM20A, FAM65B, FBLN7, FBP1, FBXL20, FCGBP, FGR, FLI1, FLT3LG, FMNL1, FNBP1, FTL, FYB, GLYATL2, GP1BA, GPR34, GPRC5B, GVINP1, GZMA, HBA2, HBB, HCG27, HEATR4, HHEX, HLA-A, HLA-DMA, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-E, HMHA1, HOPX, HPGD, HVCN1, IFFO1, IGLL5, IGSF6, IKZF3, IL18BP, IL1R1, IL32, ILDR1, INPP5A, IRAK3, ITGA4, JAK2, KCNJ16, KHDRBS3, KIAA0040, KMT2E-AS1, LASP1, LEPROTL1, LGALS3BP, LIAS, LIG4, LINC00926, LOC100129034, LOC100506844, LOC730101, LRP10, LTF, MANEA-AS1, MAP3K3, MARC2, MARCH2, MBD6, MCM8, MCOLN2, MEGF8, MEI1, METTL20, MGAT3, MIEN1, MRPL54, MRS2P2, MS4A6A, MS4A7, MTERF, MYBPC1, NCDN, NCEH1, NCKAP1L, NFATC1, NFYC, NLRC3, NLRC5, NMRK1, NPC2, OSBPL11, OSMR, OST4, PAQR8, PBX4, PDE4B, PDSS2, PET117, PIGO, PIP4K2A, PIWIL4, PKIG, PLEKHS1, POT1, POU2F2, PPP1R1B, PPT1, PRF1, PRKACB, PRKCA, PRKCH, PRKX, PROM1, PRRG1, PSMB9, PTGDR, PTK2B, PTPRZ1, PYCRL, QPCT, RCSD1, RFTN1, RUNX3, SEC14L1P1, SEPT6, SH2D3C, SIT1, SKAP1, SLC25A15, SLC25A17, SLC25A42, SLC46A3, SLC48A1, SLFN5, SMAP2, SNN, SNX11, SNX22, SPA17, STK17A, STRA13, SYNRG, TBC1D10C, TBC1D19, THG1L, TIGIT, TLR4, TMEM176A, TNFRSF1B, TOX, UIMC1, VAMP3, WWOX, ZBED8, ZNF101, ZNF252P, ZNF582-AS1, ZNF677, ZNF831"
"R:A_vs_B.DN & R_vs_S:A.UP & R_vs_S:B.DN",3,0,18.6671594423298,0,1,""
"R:A_vs_B.DN & R_vs_S:A.DN",2,273,46.3342372881356,5.89197137965849,3.15824364576474e-148,"ABRACL, ACOT7, ADAMDEC1, ADAMTS4, ANLN, ANXA2R, AP1M2, ARHGAP22, ARNTL2, ASPM, ATP5J2, AURKA, AURKB, B4GALT2, BATF2, BCL2A1, BCL2L12, BIRC5, BLM, BRF2, BUB1, BUB1B, C11orf24, C11orf82, C11orf84, C15orf48, C16orf59, C16orf91, C17orf53, C17orf96, C1orf53, C3AR1, C5AR1, CALB2, CBX2, CCDC167, CCL19, CCNB1, CCNB2, CCR7, CD5, CDC20, CDC25A, CDC6, CDCA2, CDCA3, CDCA4, CDCA5, CDCA7, CDCA8, CDCP1, CDK1, CDKN3, CDT1, CENPE, CENPF, CENPW, CEP55, CHAC2, CHCHD3, CHEK1, CHI3L1, CKAP2L, CKS2, CLCN5, CLEC4E, CLEC5A, CLSPN, COCH, COX5A, CTHRC1, CTSV, CXCL11, CXCL13, CXCL17, CXCR2P1, CYTIP, DCK, DCTPP1, DHTKD1, DLGAP5, DNAJC6, DTL, DUSP2, DUSP23, E2F2, E2F8, ECT2, ERCC6L, EXO1, FADS2, FAM111B, FAM118B, FAM198A, FAM19A5, FAM64A, FAM83D, FBXO41, FCGR2B, FCRL5, FEN1, FOXQ1, FPR1, FPR3, FUT3, GALNT14, GGCT, GINS2, GJB2, GNA15, GPR153, GPT2, GSDMC, GTF2E1, HCST, HDHD1, HEATR2, HILPDA, HIST1H2AE, HMBS, HMGA1, HMMR, HN1, HORMAD1, HOXC13, HSD11B2, HSD3B7, HYLS1, IDI1, IFIT3, IGSF9, IL4I1, IQCG, IRF8, ISG15, JAK3, KBTBD8, KIAA0101, KIF11, KIF14, KIF15, KIF18B, KIF21B, KIF2C, KIF4A, KLHL36, KLRG1, KMO, LILRB1, LINC00839, LMNB1, LOC100506606, LRP8, LYZ, M6PR, MASTL, MCM10, MCM2, MELK, MEX3A, MFSD12, MIR4435-1HG, MKI67, MMP9, MND1, MRPS15, MTFR2, MX1, MX2, MYBL2, NDC80, NDUFAF4, NEK2, NOL4, NR4A3, NSUN5, NUDT5, NUF2, NUP210, NUSAP1, NXT1, OAS1, OAS3, OIP5, OLR1, ORC1, OXGR1, PBK, PCCB, PCDHB10, PCDHB2, PDXP, PFDN6, PGBD5, PIF1, PIGW, PNP, POU2AF1, PPP1R14B, PRKCQ, PROSER2, PSEN2, PSPH, PSRC1, PTPLB, PTTG1, PYGL, PYHIN1, RAB6B, RABIF, RAD51AP1, RASGRF1, RBL1, RHBDL2, RMI1, RMI2, RPL39L, RRM2, RTN4R, RTP4, RUSC1, S100A14, S100A9, SAP30, SARS2, SECTM1, SELL, SGOL1, SLAMF8, SLC16A10, SLC16A3, SLC19A1, SLC25A53, SLC35A2, SLC35F2, SLC6A17, SLC7A5, SMYD3, SNX10, SOX11, SSX2IP, ST8SIA6-AS1, STIP1, STMN1, SUSD4, TACC3, TCF19, TCTEX1D2, THNSL1, TIMELESS, TIMM8A, TIMM8B, TLR6, TMSB15A, TNF, TOP2A, TPX2, TRIP13, TROAP, TSFM, TSTA3, TUBA1C, TUBB3, TUBG1, TXLNB, UBE2C, UBE2T, UCHL1, VNN1, VNN2, ZIC1, ZNF695, ZNF799"
"R:A_vs_B.DN & R_vs_S:A.DN & R_vs_S:B.UP",3,90,6.92657581154841,12.9934331838174,2.74668443386194e-70,"ACOT7, ADAMDEC1, ANXA2R, ARHGAP22, BATF2, BCL2A1, BIRC5, C11orf82, C15orf48, C16orf91, C17orf53, C1orf53, C3AR1, CALB2, CCDC167, CCL19, CCR7, CD5, CDCA5, CDCA7, CHI3L1, CLCN5, CLEC4E, COCH, CTHRC1, CXCL11, CXCL13, CXCL17, CXCR2P1, CYTIP, DCK, DCTPP1, DTL, DUSP23, E2F8, ERCC6L, FAM118B, FAM198A, FAM19A5, FAM64A, FCGR2B, FCRL5, FOXQ1, FPR1, FPR3, FUT3, HCST, HORMAD1, HOXC13, HSD11B2, HSD3B7, HYLS1, IRF8, ISG15, JAK3, KBTBD8, KIF15, KIF21B, KLRG1, LOC100506606, LYZ, MFSD12, MMP9, MTFR2, MX2, NDUFAF4, NOL4, OXGR1, PNP, POU2AF1, PRKCQ, PYHIN1, RHBDL2, RTP4, SARS2, SECTM1, SELL, SLAMF8, SLC16A10, SLC25A53, SNX10, SOX11, TIMM8B, TLR6, TNF, TXLNB, UCHL1, VNN1, VNN2, ZIC1"
"R:A_vs_B.DN & R_vs_S:A.DN & R_vs_S:B.DN",3,2,1.1446127262281,1.7473158861257,0.317388503495201,"KIF2C, S100A9"
"R:A_vs_B.DN & R_vs_S:A.DN & R_vs_S:A.UP",3,0,16.9061066647515,0,1,""
"R:A_vs_B.DN & R_vs_S:M.UP",2,735,429.381483050847,1.71176454740821,4.50297852488499e-60,"ABCC4, ABI3, ACAP1, ACBD7, ACOT7, ADAM19, ADAMTS4, ADAP2, ADAT1, ADCY2, ADCY7, AIF1, AIF1L, AIM2, AK2, AKNA, AKR1C3, ALDH3B1, ALOX5, ALOX5AP, AMICA1, ANKRD22, ANKRD44, ANP32A-IT1, AP1S3, AP2S1, AP4B1, APBA2, APOBEC3D, APOBR, APOL4, APOL6, ARHGAP15, ARHGAP30, ARHGAP9, ARHGDIA, ARL11, ARL9, ARMCX6, ARNTL2, ARRB2, ARSB, ASPHD2, ASRGL1, ATP10A, ATP11A, ATP5I, ATP5J, ATP5L2, ATP6V1A, ATP8B5P, BASP1, BATF, BATF2, BCL2A1, BCL2L15, BCL3, BGN, BIRC3, BRK1, BTK, BTN3A2, C10orf11, C11orf24, C11orf91, C12orf49, C16orf54, C16orf87, C16orf91, C17orf62, C17orf89, C19orf43, C1orf122, C1orf186, C1orf43, C1QB, C1QC, C1QTNF6, C1RL, C2, C21orf91, C2CD2, C2orf44, C2orf72, C3AR1, C5AR1, C6orf226, CAMK4, CAMKMT, CARD11, CARD16, CASC5, CASP10, CBLN3, CCDC51, CCDC69, CCL4, CCL5, CCR2, CCR5, CCR7, CCZ1, CD1D, CD27, CD274, CD28, CD33, CD37, CD48, CD52, CD53, CD59, CD74, CD79A, CD84, CD86, CD8A, CD97, CDC25A, CDC25B, CDCA2, CDCP1, CDK19, CDK5R1, CDT1, CEBPG, CECR5, CENPBD1, CENPE, CENPW, CHCHD10, CHI3L1, CHRNA10, CHRNA5, CHST1, CHST2, CHTF8, CIITA, CINP, CISD2, CISH, CLCN5, CLEC5A, CLEC7A, CLIC5, CMTM7, COLGALT1, COLGALT2, COMTD1, CORO7, COTL1, CPM, CPNE5, CRTAM, CSF2RB, CSK, CSPG5, CST7, CT83, CTLA4, CTSB, CTSD, CXCL11, CXCL13, CXCL9, CXCR2P1, CXCR4, CYB561A3, CYBA, CYP1B1, CYTH1, CYTIP, DAP, DAPK1, DAPP1, DBF4B, DBNL, DCAF11, DCHS2, DEF6, DENND1C, DEPTOR, DERL2, DERL3, DGCR14, DOCK2, DOCK8, DOK2, DOK3, DOK5, DOLPP1, DPEP2, DPP9, DTX3L, DUSP23, DYRK2, EHBP1L1, EIF4E2, EMB, EMR2, EPHA1-AS1, EPHB2, EPSTI1, ESCO2, ESPL1, EYA2, F5, FAIM3, FAM111B, FAM189B, FAM20A, FAM225A, FAM26F, FAM3D, FAM64A, FAM65B, FAM83D, FAM83F, FAM89B, FAM98C, FBP1, FBXO41, FBXO48, FCER1G, FCGR1A, FCGR1B, FCGR1C, FCGR2A, FCGR3A, FCRL5, FDCSP, FDXR, FERMT3, FGD2, FGD3, FGD5, FGR, FHL3, FHOD1, FKBP4, FLJ30403, FLJ32255, FLT3LG, FLVCR2, FMNL1, FOXC1, FOXM1, FTH1, FTH1P3, FTL, FUOM, FUT4, FYB, GAB3, GAL3ST4, GATC, GBP5, GCA, GCH1, GCSH, GGT5, GIMAP4, GLYATL2, GM2A, GMDS, GMFG, GMPR, GNA15, GNGT2, GNPAT, GPR133, GPR183, GPR65, GPR68, GPRIN3, GPX1, GRAMD1B, GSS, GTDC1, GTF3C6, GTSF1, GUCY1B3, GUK1, GVINP1, GZMA, GZMK, H2AFY, HAUS7, HAVCR2, HBA2, HBB, HDAC3, HDGF, HENMT1, HEXA, HHEX, HIST2H2BE, HLA-C, HLA-DMA, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-DRB5, HLA-DRB6, HLA-E, HMG20B, HMGA1, HMHA1, HOPX, HORMAD1, HOXB6, HSD11B2, HSD17B1, HSD17B10, HSH2D, HYLS1, ICOS, IDE, IDH2, IDO1, IFFO1, IFI30, IFI44L, IFIH1, IFIT3, IFITM1, IFNGR2, IGLL1, IGLL5, IGSF6, IKZF3, IL17RA, IL18, IL18BP, IL1R1, IL1R2, IL21R, IL2RB, IL2RG, IL32, INHBA, INPP5A, IRAK1, IRF5, ITGAL, ITGAX, ITGB1BP1, ITGB2, ITGB2-AS1, ITM2C, JAK2, JAK3, JAKMIP2, JMJD4, KBTBD8, KCNAB2, KCNJ10, KCNK13, KCNK2, KCNK6, KIAA0125, KIAA0391, KLHDC7B, KLHL36, KLRG1, KMT2E-AS1, LAG3, LAIR1, LAMP3, LAP3, LAPTM5, LAT2, LCK, LCP1, LGALS9C, LILRB1, LILRB4, LIMD2, LIMK1, LIN54, LINC00152, LINC00426, LINC00861, LINC01272, LMO4, LOC100129034, LOC100288637, LOC100505812, LOC100506606, LOC102606465, LOC150381, LOC606724, LOC90784, LONP1, LOXL1, LPP-AS2, LRP10, LRRC2, LRRC23, LRRK1, LST1, LTF, LY86, LYZ, M6PR, MAP3K14-AS1, MAP4K1, MARCH1, MBD6, MBOAT2, MED26, MEGF8, MEI1, METTL12, METTL21A, MEX3A, MFSD12, MIAT, MICALL1, MIR4435-1HG, MLKL, MLLT1, MMACHC, MMP11, MMP9, MNDA, MOXD1, MPP1, MRPL24, MRPS18A, MS4A1, MS4A6A, MS4A7, MSR1, MT1L, MTERF, MTHFD1L, MX2, MXD3, MYBPC1, MYD88, MYEOV2, MZB1, NAIF1, NAT8L, NCBP2-AS2, NCEH1, NCF1B, NCKAP1L, NDUFA3, NDUFAF1, NFAM1, NFATC1, NLRC3, NLRC5, NME6, NOL4, NOP10, NR1H3, NUGGC, NUP210, OAS3, OAZ1, ODC1, OLR1, ORAI1, OSBPL10, OSMR-AS1, OXLD1, P2RX7, P2RY10, P4HB, PAG1, PANDAR, PAQR4, PATZ1, PBX3, PCCB, PCDH17, PCDHB10, PDE4B, PDE6D, PDRG1, PDXK, PECR, PELI3, PHF19, PHF5A, PIK3AP1, PIK3CD, PIK3R3, PIK3R5, PIM1, PIP4K2A, PKIG, PLEK, PLEKHB1, PLEKHO2, PLEKHS1, POLR3D, POP4, POR, POU2AF1, POU2F2, POU3F1, PPCDC, PPIF, PPM1H, PPP1R14B, PPP1R18, PPT1, PPT2, PRDM8, PREB, PRF1, PRKACB, PRKX, PROM1, PROSC, PROSER2, PSAP, PSTPIP1, PTBP1, PTDSS1, PTGDR, PTGS1, PTK2B, PTPMT1, PTPN7, PTPRO, PWWP2B, PYCR1, PYCR2, PYCRL, PYHIN1, RAB29, RAB31, RAB4A, RAB6B, RANBP6, RANGRF, RARRES1, RASSF4, RBBP5, RBM38, RBM42, RCSD1, RELB, RFWD3, RFX5, RHOG, RILPL2, RIMKLA, RMI1, RNF123, RNF149, RNF220, RPS19BP1, RRAS, RRM2, RRP7A, RSAD2, RTN4IP1, RTN4R, RUNX1-IT1, RUNX3, S100A9, S1PR4, SAMD3, SBF1, SCAF4, SCAMP5, SCML4, SDS, SECTM1, SELL, SELP, SEPT6, SERTAD2, SFN, SFT2D2, SFXN1, SH2D3C, SH3BP1, SH3BP2, SH3BP5L, SHMT1, SHQ1, SIAE, SIGLEC10, SIGLEC14, SIT1, SKA3, SLA, SLC15A2, SLC16A10, SLC16A4, SLC25A39, SLC25A44, SLC27A4, SLC29A3, SLC35B1, SLC35E3, SLC35F6, SLC38A5, SLC39A4, SLC7A5, SLCO3A1, SLFN5, SLPI, SMAP1, SMARCD2, SMG5, SNX11, SOD2, SORD, SP140, SPAG7, SPI1, SPOCK2, SRGN, SSSCA1, SSU72, SSX2IP, ST14, ST3GAL1, ST3GAL2, ST3GAL4, ST6GALNAC4, ST8SIA6-AS1, STAMBPL1, STAP1, STIP1, STK32C, STOML2, STPG1, STX10, SVIP, SYNGR2, SYNGR3, SYT11, SYTL3, TAB1, TAP1, TBC1D1, TBC1D10C, TBC1D25, TBX21, TBXAS1, TCEANC2, TCTA, TCTEX1D2, TESPA1, TET3, TGM2, THEMIS2, THG1L, THUMPD3, TIGIT, TJP3, TLR3, TLR4, TMC6, TMEM104, TMEM156, TMEM158, TMEM160, TMEM167A, TMEM189, TMEM39A, TMEM8A, TMSB4X, TNFRSF17, TNFRSF1B, TNFRSF4, TNFSF13B, TNFSF15, TOR3A, TOX, TPX2, TRABD2A, TRAF1, TRAF3IP3, TRIM11, TRIM47, TRPA1, TRPV2, TTC7A, TTYH3, TXLNB, TYROBP, UBA2, UBALD2, UBASH3A, UBE2O, UBQLN4, UNC13D, UNC93B1, URB2, URM1, UTP3, VAMP3, VAV1, VCAM1, VNN2, VSIG4, VWA5A, WARS, WDFY4, WDR76, WDR89, WISP1, WWOX, XPO5, ZBP1, ZBTB22, ZC3H12D, ZCCHC9, ZFP3, ZGLP1, ZIC1, ZNF252P, ZNF280B, ZNF585A, ZNF695, ZNF717, ZNF80, ZNF813, ZNRF1, ZPR1, ZSCAN32"
"R:A_vs_B.DN & R_vs_S:M.UP & R_vs_S:B.UP",3,450,64.1888928899742,7.01055867673777,2.27618314374112e-247,"ABCC4, ABI3, ACBD7, ACOT7, ADAM19, ADCY7, AIF1, AIF1L, AIM2, AKNA, AKR1C3, ALOX5, ALOX5AP, AMICA1, ANKRD22, ANKRD44, ANP32A-IT1, AP4B1, APBA2, APOBEC3D, APOBR, APOL4, APOL6, ARHGAP15, ARHGAP30, ARHGAP9, ARL11, ARRB2, ARSB, ASPHD2, ATP11A, BASP1, BATF2, BCL2A1, BCL2L15, BGN, BIRC3, BTK, BTN3A2, C10orf11, C16orf54, C16orf91, C17orf62, C1QB, C1QC, C1QTNF6, C1RL, C2, C2CD2, C3AR1, C6orf226, CAMK4, CAMKMT, CARD11, CARD16, CASP10, CBLN3, CCDC51, CCDC69, CCL4, CCL5, CCR2, CCR5, CCR7, CD1D, CD27, CD274, CD28, CD37, CD48, CD52, CD53, CD59, CD74, CD79A, CD84, CD86, CD8A, CD97, CDK5R1, CHI3L1, CHRNA10, CHRNA5, CHST1, CHST2, CHTF8, CIITA, CISD2, CISH, CLCN5, CLEC7A, CLIC5, COLGALT2, CORO7, COTL1, CPM, CRTAM, CSF2RB, CST7, CT83, CTLA4, CTSB, CTSD, CXCL11, CXCL13, CXCL9, CXCR2P1, CXCR4, CYBA, CYP1B1, CYTH1, CYTIP, DAP, DAPK1, DAPP1, DBF4B, DCAF11, DEPTOR, DERL3, DOCK2, DOCK8, DOK2, DOK3, DOK5, DOLPP1, DPEP2, DPP9, DUSP23, EMB, EMR2, EPHA1-AS1, EPHB2, EPSTI1, EYA2, F5, FAIM3, FAM20A, FAM225A, FAM26F, FAM64A, FAM65B, FAM83F, FBP1, FCER1G, FCGR1A, FCGR1C, FCGR3A, FCRL5, FDCSP, FERMT3, FGD2, FGD3, FGR, FLJ30403, FLJ32255, FLT3LG, FLVCR2, FMNL1, FTH1, FTL, FUT4, FYB, GAB3, GBP5, GCA, GCH1, GGT5, GIMAP4, GLYATL2, GM2A, GMFG, GNGT2, GPR133, GPR183, GPR65, GPR68, GPX1, GRAMD1B, GTSF1, GUCY1B3, GUK1, GVINP1, GZMA, GZMK, HAVCR2, HBA2, HBB, HHEX, HIST2H2BE, HLA-DMA, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-DRB5, HLA-DRB6, HLA-E, HMHA1, HOPX, HORMAD1, HSD11B2, HSD17B10, HSH2D, HYLS1, ICOS, IDO1, IFFO1, IFI30, IFI44L, IFNGR2, IGLL1, IGLL5, IGSF6, IKZF3, IL17RA, IL18, IL18BP, IL1R1, IL21R, IL2RB, IL2RG, IL32, INPP5A, IRF5, ITGAL, ITGAX, ITGB2, ITGB2-AS1, ITM2C, JAK2, JAK3, JMJD4, KBTBD8, KCNAB2, KCNJ10, KCNK2, KIAA0125, KIAA0391, KLRG1, KMT2E-AS1, LAG3, LAIR1, LAMP3, LAPTM5, LAT2, LCK, LCP1, LILRB4, LIMD2, LIN54, LINC00426, LINC00861, LINC01272, LMO4, LOC100129034, LOC100288637, LOC100505812, LOC100506606, LOC606724, LOC90784, LPP-AS2, LRP10, LRRC2, LRRK1, LST1, LTF, LY86, LYZ, MAP3K14-AS1, MAP4K1, MARCH1, MBD6, MED26, MEGF8, MEI1, METTL12, MFSD12, MIAT, MLKL, MMACHC, MMP11, MMP9, MNDA, MOXD1, MS4A1, MS4A6A, MS4A7, MSR1, MT1L, MTERF, MX2, MYBPC1, MZB1, NCEH1, NCF1B, NCKAP1L, NFAM1, NFATC1, NLRC3, NLRC5, NOL4, NR1H3, NUGGC, OSBPL10, OSMR-AS1, P2RX7, P2RY10, PAG1, PAQR4, PATZ1, PBX3, PDE4B, PDE6D, PECR, PHF19, PIK3AP1, PIK3CD, PIK3R5, PIM1, PIP4K2A, PKIG, PLEK, PLEKHB1, PLEKHS1, POU2AF1, POU2F2, POU3F1, PPCDC, PPP1R18, PPT1, PPT2, PRDM8, PRF1, PRKACB, PRKX, PROM1, PROSC, PSAP, PSTPIP1, PTGDR, PTK2B, PTPN7, PTPRO, PYCR1, PYCRL, PYHIN1, RAB29, RANBP6, RANGRF, RARRES1, RASSF4, RBM38, RCSD1, RELB, RPS19BP1, RRP7A, RUNX3, S1PR4, SAMD3, SCML4, SECTM1, SELL, SELP, SEPT6, SERTAD2, SFT2D2, SH2D3C, SHQ1, SIAE, SIGLEC10, SIGLEC14, SIT1, SLA, SLC15A2, SLC16A10, SLC25A44, SLC27A4, SLC35F6, SLC38A5, SLFN5, SLPI, SMAP1, SNX11, SOD2, SP140, SPI1, SPOCK2, SRGN, ST3GAL1, ST3GAL4, STAMBPL1, STAP1, STK32C, SVIP, SYNGR3, SYT11, TBC1D10C, TBC1D25, TBX21, TBXAS1, TESPA1, TGM2, THEMIS2, THG1L, TIGIT, TLR3, TLR4, TMC6, TMEM104, TMEM156, TMEM39A, TMSB4X, TNFRSF17, TNFRSF1B, TNFRSF4, TNFSF13B, TOX, TRABD2A, TRAF1, TRAF3IP3, TRPA1, TRPV2, TTC7A, TXLNB, TYROBP, UBALD2, UBASH3A, URM1, VAMP3, VAV1, VCAM1, VNN2, VSIG4, WARS, WDFY4, WISP1, WWOX, ZBP1, ZBTB22, ZC3H12D, ZFP3, ZGLP1, ZIC1, ZNF252P, ZNF717, ZNF80, ZNF813"
"R:A_vs_B.DN & R_vs_S:M.UP & R_vs_S:B.DN",3,2,10.607178161807,0.188551560979843,0.999742793728582,"ESPL1, S100A9"
